,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Average House Price 2020/2021,County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
10,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Dora,-2.323972656,-2.323972656,-0.633288818,Walker County,-0.126951372,-0.182970921,1.272205359,1.461048203,1.38628855,Alabama,Walker County,-0.456854411,-0.455961552,-0.457688436,-0.481467524,-0.470270039,-0.760900378,0.999375817,-0.317003774,-0.270413172,-0.718081431,-0.422028543,-1.297862675,-1.298763215,1.312748329,1.5782577,-1.372831429,-0.216074896,-0.04143053,1.639051601,1.149942585,1.237451689,0.286459407,-0.60994171,-0.843282929,-0.799311332,-1.844922866,0.943304599,0.201937677,0.058218938,-0.494978734,-0.873656112,1.751383939
11,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Fairhope,-0.13196153,-0.13196153,-0.037313806,Baldwin County,-0.127794441,-0.174176211,-0.83062426,-0.707689485,-0.862727805,Alabama,Baldwin County,-0.368568498,-0.368134807,-0.368963261,-0.373387434,-0.382998082,-0.662405299,0.707002065,0.024888115,0.000829886,-0.678823912,-0.422028543,-0.541262224,-0.252154299,-0.325381805,-0.246855879,-0.286887761,0.187540921,1.20980281,0.291002846,-0.386643815,0.886140876,-0.808284111,-0.640174023,-1.04990863,-0.384185462,0.619996545,0.255397809,0.152855888,-0.256827393,0.184775797,-0.797415566,-0.256521704
12,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Foley,-0.534628555,-0.534628555,-0.379704907,Baldwin County,-0.110933049,-0.113367069,-0.110749674,-0.393107593,-0.166312807,Alabama,Baldwin County,-0.368568498,-0.368134807,-0.368963261,-0.373387434,-0.382998082,-0.662405299,0.707002065,0.024888115,0.000829886,-0.678823912,-0.422028543,-0.541262224,-0.252154299,-0.325381805,-0.246855879,-0.286887761,0.187540921,1.20980281,0.291002846,-0.386643815,0.886140876,-0.808284111,-0.640174023,-1.04990863,-0.384185462,0.619996545,0.255397809,0.152855888,-0.256827393,0.184775797,-0.797415566,-0.256521704
13,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Gordo,-0.326985164,-0.326985164,-0.588518618,Pickens County,-0.138754347,-0.198550123,-0.631998732,-0.882265826,-0.715478769,Alabama,Pickens County,-0.485398275,-0.484592206,-0.486146079,-0.516607999,-0.493512867,-0.674627316,-0.703241259,2.666205932,-0.267022633,-0.776967709,-0.267559851,-1.484284306,-1.35494748,1.49620408,1.858560956,-1.832218507,-0.021225881,-0.369244431,1.147735426,2.200141817,0.739630089,0.385531219,-0.501969166,-0.796054197,-1.487812776,-0.201643259,0.782256186,-0.412651681,0.723881348,-0.481106193,0.803635913,2.237016931
14,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Hayden,-0.519329482,-0.519329482,-0.397268132,Blount County,-0.137911277,-0.196791181,-0.228041217,-0.64049533,-0.313477014,Alabama,Blount County,-0.46148449,-0.460130273,-0.462765805,-0.489019361,-0.474148971,-0.241105178,0.880279516,-0.759027589,-0.17886864,-0.759301826,-0.422028543,-0.890994252,-1.164468203,0.332464572,0.889440729,-1.041124999,-1.691360297,-0.092218599,2.059741076,1.245234765,1.464307102,-0.000848846,-0.618579514,-1.29195588,-1.406812606,-1.567415383,2.086748326,0.829330981,-0.386402901,-1.100746378,-0.263731739,-0.933606165
15,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Jasper,-1.559404342,-1.559404342,-0.55381168,Walker County,-0.100816213,-0.095526371,0.913415448,0.239801005,0.856319623,Alabama,Walker County,-0.456854411,-0.455961552,-0.457688436,-0.481467524,-0.470270039,-0.760900378,0.999375817,-0.317003774,-0.270413172,-0.718081431,-0.422028543,-1.297862675,-1.298763215,1.312748329,1.5782577,-1.372831429,-0.216074896,-0.04143053,1.639051601,1.149942585,1.237451689,0.286459407,-0.60994171,-0.843282929,-0.799311332,-1.844922866,0.943304599,0.201937677,0.058218938,-0.494978734,-0.873656112,1.751383939
16,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Mobile,-1.170253019,-1.170253019,-0.563855843,Mobile County,5.568827005,6.690974832,6.031219868,8.275607632,6.803657938,Alabama,Mobile County,-0.234023248,-0.240650177,-0.227577185,-0.215003772,-0.271086882,-0.771684511,-1.111644454,3.260682858,-0.128010566,-0.460944683,-0.38341137,-1.121580356,-1.032487808,1.685219095,1.912610463,-0.862108831,1.158306551,0.835817937,0.011566771,0.272460429,0.882990107,-0.476393542,-0.411272229,-0.630753636,-0.61706095,-0.582535883,-0.448613821,0.639405797,-0.254286697,-0.943524242,0.269952087,1.20971637
17,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Northport,-0.509700677,-0.509700677,-0.365780438,Tuscaloosa County,-0.078053334,-0.123418167,-0.364665746,0.016923022,-0.322449113,Alabama,Tuscaloosa County,-0.36788993,-0.369173426,-0.3666187,-0.372334213,-0.381106769,-0.697633466,-0.549387239,2.259363604,-0.260241557,-0.478610567,-0.306177024,-0.669371074,-0.841497403,1.153382728,0.498524529,-0.144727862,0.371951596,-1.241875801,-0.353849634,0.768773865,0.846756256,-0.451625589,-0.51060697,-0.235213008,-0.343685377,-0.745775579,-1.007681881,-0.579102966,1.318404263,-1.123867281,-0.339972286,0.448580045
18,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Opelika,-0.772867695,-0.772867695,-0.429617978,Lee County,0.042505623,0.036645565,0.782648898,1.350123003,0.930382636,Alabama,Lee County,-0.398391692,-0.397085335,-0.399631024,-0.412272579,-0.406873577,-0.677503084,-0.128205471,1.280596585,-0.263632095,-0.089961132,-0.422028543,-0.98589186,-0.743187354,2.200377667,0.759973306,0.488410203,-0.132568175,-0.119921182,-0.6793466,-0.17223641,0.764836246,-0.600233307,-0.458780148,0.425989236,-0.465185632,-0.974311154,-0.97777289,-0.483073378,1.150718313,-1.02675949,-0.416212832,-0.200487128
19,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Orange Beach,0.912308817,0.912308817,0.397886678,Baldwin County,-0.126951372,-0.155832957,0.675274729,-0.167991689,0.573760047,Alabama,Baldwin County,-0.368568498,-0.368134807,-0.368963261,-0.373387434,-0.382998082,-0.662405299,0.707002065,0.024888115,0.000829886,-0.678823912,-0.422028543,-0.541262224,-0.252154299,-0.325381805,-0.246855879,-0.286887761,0.187540921,1.20980281,0.291002846,-0.386643815,0.886140876,-0.808284111,-0.640174023,-1.04990863,-0.384185462,0.619996545,0.255397809,0.152855888,-0.256827393,0.184775797,-0.797415566,-0.256521704
20,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Parrish,-1.243325868,-1.243325868,-0.730345371,Walker County,-0.136225138,-0.190509245,1.903086554,0.185663002,1.730138722,Alabama,Walker County,-0.456854411,-0.455961552,-0.457688436,-0.481467524,-0.470270039,-0.760900378,0.999375817,-0.317003774,-0.270413172,-0.718081431,-0.422028543,-1.297862675,-1.298763215,1.312748329,1.5782577,-1.372831429,-0.216074896,-0.04143053,1.639051601,1.149942585,1.237451689,0.286459407,-0.60994171,-0.843282929,-0.799311332,-1.844922866,0.943304599,0.201937677,0.058218938,-0.494978734,-0.873656112,1.751383939
21,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Phenix City,-1.603535518,-1.603535518,-0.599188415,Russell County,0.084659104,0.198468238,1.628306625,1.487373224,1.708573371,Alabama,Russell County,-0.460965998,-0.460215745,-0.461661374,-0.488599302,-0.472036959,-0.646588571,-1.105510739,3.048691845,-0.172087563,-0.678823912,0.273080573,-1.330699438,-1.260598079,1.529559671,1.641105963,-1.256997437,0.803402987,0.803498257,-0.307788743,1.282954586,0.980663965,0.088315784,-0.581868849,-0.707500325,-0.596810908,-1.055931002,-0.223146044,-0.329426039,1.005898628,-1.1192431,-0.111250646,1.844774899
22,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Prichard,-2.872437873,-2.872437873,-0.83770078,Mobile County,0.031545717,-0.107085133,0.011079032,2.252847673,0.396968558,Alabama,Mobile County,-0.234023248,-0.240650177,-0.227577185,-0.215003772,-0.271086882,-0.771684511,-1.111644454,3.260682858,-0.128010566,-0.460944683,-0.38341137,-1.121580356,-1.032487808,1.685219095,1.912610463,-0.862108831,1.158306551,0.835817937,0.011566771,0.272460429,0.882990107,-0.476393542,-0.411272229,-0.630753636,-0.61706095,-0.582535883,-0.448613821,0.639405797,-0.254286697,-0.943524242,0.269952087,1.20971637
23,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Saraland,-0.378261651,-0.378261651,-0.49879318,Mobile County,-0.113883793,-0.113743986,0.385910308,-0.225462555,0.305676179,Alabama,Mobile County,-0.234023248,-0.240650177,-0.227577185,-0.215003772,-0.271086882,-0.771684511,-1.111644454,3.260682858,-0.128010566,-0.460944683,-0.38341137,-1.121580356,-1.032487808,1.685219095,1.912610463,-0.862108831,1.158306551,0.835817937,0.011566771,0.272460429,0.882990107,-0.476393542,-0.411272229,-0.630753636,-0.61706095,-0.582535883,-0.448613821,0.639405797,-0.254286697,-0.943524242,0.269952087,1.20971637
24,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Satsuma,-0.52385052,-0.52385052,-0.473072759,Mobile County,-0.13032365,-0.190257967,-0.654342796,-0.353514453,-0.644578908,Alabama,Mobile County,-0.234023248,-0.240650177,-0.227577185,-0.215003772,-0.271086882,-0.771684511,-1.111644454,3.260682858,-0.128010566,-0.460944683,-0.38341137,-1.121580356,-1.032487808,1.685219095,1.912610463,-0.862108831,1.158306551,0.835817937,0.011566771,0.272460429,0.882990107,-0.476393542,-0.411272229,-0.630753636,-0.61706095,-0.582535883,-0.448613821,0.639405797,-0.254286697,-0.943524242,0.269952087,1.20971637
25,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Sumiton,-1.194168878,-1.194168878,-0.61071131,Walker County,-0.136225138,-0.180206869,1.214211754,-0.455741244,1.005238631,Alabama,Walker County,-0.456854411,-0.455961552,-0.457688436,-0.481467524,-0.470270039,-0.760900378,0.999375817,-0.317003774,-0.270413172,-0.718081431,-0.422028543,-1.297862675,-1.298763215,1.312748329,1.5782577,-1.372831429,-0.216074896,-0.04143053,1.639051601,1.149942585,1.237451689,0.286459407,-0.60994171,-0.843282929,-0.799311332,-1.844922866,0.943304599,0.201937677,0.058218938,-0.494978734,-0.873656112,1.751383939
26,AL,-1.244475062,0.682347997,0.682347997,-1.134370379,Sylacauga,-0.701191057,-0.701191057,-0.664383649,Coosa County,-0.065407289,-0.084721441,1.367934327,1.528160934,1.483240841,Alabama,Coosa County,-0.491275159,-0.489936819,-0.492538966,-0.523365823,-0.497533581,-0.941354866,-0.142517472,2.00136603,-0.277194248,-0.784819213,-0.422028543,-1.41243843,-1.290689308,-0.07892105,-0.377580268,-2.404806987,1.902908144,-0.050664724,1.473232392,1.610521454,0.801070096,0.177480415,-0.495490813,-0.648464411,-1.173937118,-0.446502803,0.848976243,-0.098955029,0.42661989,-0.476482012,-1.331099392,2.148295519
27,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Alma,-0.458293757,-0.458293757,-0.53272593,Crawford County,-0.113883793,-0.162617448,0.545286595,0.75560537,0.616438748,Arkansas,Crawford County,-0.458645219,-0.457414583,-0.459806833,-0.486068704,-0.468302484,-0.35038439,0.723358638,-0.74278998,0.258510791,-0.421687165,-0.422028543,-1.063227725,-1.149403209,0.504801792,0.722264348,-0.880536966,-0.546622333,0.5680263,0.189668885,1.276998825,1.387113247,-0.590326126,-0.616420063,-0.471356667,-1.396687585,-1.40961701,-0.915654217,0.692755568,-0.134873975,-1.188605808,-0.949896659,-0.186478484
28,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Amity,-0.171045481,-0.171045481,-0.692931651,Clark County,-0.137489742,-0.200309065,-0.641127055,-0.146670073,-0.59725062,Arkansas,Clark County,-0.483915501,-0.483172847,-0.484601885,-0.514324314,-0.488981204,-0.621425594,-0.026488029,1.276988228,-0.199211869,-0.643492145,-0.422028543,-1.320605435,-1.317254714,1.373900246,1.265273346,-0.300050714,0.904306941,0.240212399,-0.541163926,0.18312401,0.096873085,1.633836046,-0.571071594,0.514543108,-0.961311672,-0.615183822,-1.044492947,-0.920541498,1.35397401,-0.490354554,0.498673727,-1.162414017
29,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Arkadelphia,-0.479914434,-0.479914434,-0.642572087,Clark County,-0.105874631,-0.150933047,0.080535542,0.316409108,0.126271384,Arkansas,Clark County,-0.483915501,-0.483172847,-0.484601885,-0.514324314,-0.488981204,-0.621425594,-0.026488029,1.276988228,-0.199211869,-0.643492145,-0.422028543,-1.320605435,-1.317254714,1.373900246,1.265273346,-0.300050714,0.904306941,0.240212399,-0.541163926,0.18312401,0.096873085,1.633836046,-0.571071594,0.514543108,-0.961311672,-0.615183822,-1.044492947,-0.920541498,1.35397401,-0.490354554,0.498673727,-1.162414017
30,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Ash Flat,-0.794760108,-0.794760108,-0.747281483,Sharp County,-0.133274394,-0.188875941,1.791840941,1.058040809,1.78074271,Arkansas,Sharp County,-0.4873938,-0.486230426,-0.488488127,-0.518918323,-0.494898582,-0.773122395,1.225812131,-0.847432352,-0.138182181,-0.710229927,-0.422028543,-1.701462869,-1.421600207,1.598123941,2.08607167,-1.192498965,1.676744109,-0.904827705,1.325837539,0.363782101,0.021254614,1.950865843,-0.661768532,-1.020390673,0.446066278,0.124836133,0.117356313,-1.283319939,-0.005298468,2.86680048,-1.331099392,-0.00903566
31,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Atkins,0.543449176,0.543449176,-0.665166179,Pope County,-0.132852859,-0.183473476,0.385767116,-0.125699142,0.322687532,Arkansas,Pope County,-0.457846116,-0.456396684,-0.459220065,-0.484655873,-0.466597092,-0.468290909,0.891013517,-0.635441339,-0.182259178,-0.56890286,-0.422028543,-1.077445361,-1.069915319,0.82909226,0.66318698,-0.63570603,-0.181280429,-0.433883791,0.677914333,0.80847894,0.905045494,-0.159363745,-0.638014572,-0.300152514,-0.181685038,-0.979752477,-1.529938875,-0.064811176,0.070922419,0.027553661,-0.263731739,0.187085357
32,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Augusta,-1.278947638,-1.278947638,-0.830357524,Woodruff County,-0.134960533,-0.198675762,-0.731775313,-0.10868358,-0.671613397,Arkansas,Woodruff County,-0.493948615,-0.492890796,-0.494940068,-0.527174014,-0.499264387,-0.914754006,-0.092936609,1.755095619,-0.300928016,-0.529645341,-0.035856812,-1.784969991,-1.358254075,2.237439435,1.981743553,-0.209226335,-0.577937353,-0.45235218,0.889794434,0.264519414,0.81209779,-0.243574785,-0.381039916,0.012737833,-0.687936099,-1.219170698,-1.941762672,0.088836164,-0.099304228,0.092292188,-1.331099392,1.882131283
33,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Austin,-1.009378635,-1.009378635,-0.522043736,Lonoke County,-0.133274394,-0.190132328,-0.478669961,-0.404239515,-0.496534035,Arkansas,Lonoke County,-0.452619101,-0.451412091,-0.453758218,-0.47921355,-0.459172281,-0.63652338,0.699846064,-0.022922624,-0.17886864,-0.657232277,-0.190325505,-0.418607335,-0.725118567,-0.299438568,-0.138756866,-0.186849314,-0.737991901,-0.253817001,0.840662816,0.266504668,1.294165543,-0.892495151,-0.627217318,-0.164369911,-0.94106163,-1.268142607,0.046034873,-0.58977292,1.05163116,-0.610583247,-0.416212832,-0.788850177
34,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Bald Knob,-1.057035703,-1.057035703,-0.701722139,White County,-0.127794441,-0.179578676,0.820185217,0.609130591,0.836576851,Arkansas,White County,-0.448066827,-0.446968823,-0.449100507,-0.472453678,-0.459501321,-0.650183281,0.986086101,-0.545232397,-0.209383484,-0.663120905,-0.228942678,-1.029672028,-1.048013061,0.547422825,0.149088182,-0.405354343,0.069239733,-1.246492898,0.668702155,0.673481686,0.651408539,0.717421788,-0.650971277,0.012737833,-0.849936439,-0.957987184,-0.536040102,0.024816439,0.012486406,-0.222152086,2.557168486,-0.214495772
35,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Barling,-0.739403291,-0.739403291,-0.610863955,Sebastian County,-0.115991467,-0.183473476,-0.217441327,0.860288962,-0.046186993,Arkansas,Sebastian County,-0.417036369,-0.416500513,-0.417526834,-0.44079047,-0.428677188,0.094640823,-0.035688602,-0.226794833,0.082202804,0.11221509,-0.344794197,-1.100065842,-0.885799725,1.540678201,1.682585817,-0.925291008,0.121431434,0.341788537,0.023849676,1.163839361,0.470239286,1.455506785,-0.566752693,-0.412320752,0.041065429,-1.431382303,-1.787616335,1.294540981,-1.039361829,-0.92502752,0.19371154,-0.681450573
36,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Batesville,-0.466499318,-0.466499318,-0.661064312,Independence County,-0.108825375,-0.140756311,0.290631307,0.186999534,0.291515281,Arkansas,Independence County,-0.474603048,-0.473645268,-0.475498807,-0.504229585,-0.482274665,-0.469728793,0.975863242,-0.699489688,-0.236507789,-0.604234627,-0.38341137,-1.104330315,-0.877798491,0.840210791,1.096839999,-0.793661472,-0.595334587,-1.754373589,1.528505461,1.294866108,0.493870058,1.272223933,-0.60994171,-0.672078777,-0.434810568,-0.69680367,-1.822126709,-0.329426039,0.38596875,0.083043827,-1.026137205,-0.163130744
37,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Bay,-0.66938416,-0.66938416,-0.694107561,Craighead County,-0.13116672,-0.19779629,-0.591940432,0.739837808,-0.401059538,Arkansas,Craighead County,-0.431778643,-0.431271693,-0.432240023,-0.455256883,-0.438254137,-0.565348104,0.364025164,0.354150753,-0.233117251,-0.580680115,0.157229054,-0.88442286,-0.789966596,1.014401099,1.05410318,-0.331641803,-0.094294262,-0.516991541,0.115971458,0.699289984,0.34735927,1.316806249,-0.605622809,0.048159382,-0.951186651,-0.658714408,-1.812923942,-0.011461405,0.015027102,-0.009439783,0.041230447,-0.037052948
38,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Beebe,-0.533716457,-0.533716457,-0.585174408,White County,-0.118099141,-0.158597009,0.193735273,0.089867253,0.188364284,Arkansas,White County,-0.448066827,-0.446968823,-0.449100507,-0.472453678,-0.459501321,-0.650183281,0.986086101,-0.545232397,-0.209383484,-0.663120905,-0.228942678,-1.029672028,-1.048013061,0.547422825,0.149088182,-0.405354343,0.069239733,-1.246492898,0.668702155,0.673481686,0.651408539,0.717421788,-0.650971277,0.012737833,-0.849936439,-0.957987184,-0.536040102,0.024816439,0.012486406,-0.222152086,2.557168486,-0.214495772
39,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Bella Vista,-0.372247015,-0.372247015,-0.359704797,Benton County,-0.090699378,-0.158345732,-0.742747132,-0.246069149,-0.705006484,Arkansas,Benton County,-0.337661126,-0.335622931,-0.339614785,-0.362727163,-0.342488657,0.198168497,0.279686582,-0.748202516,0.180528412,-0.103701263,1.35436142,-0.015430204,-0.027345779,-0.666350069,-0.528416101,0.127745276,-1.472155155,1.315996045,-0.264798577,0.252607891,1.023199355,-0.382275321,-0.631536219,-0.571717722,-0.951186651,-0.484592065,-1.309072481,1.300942954,-1.425547655,-0.189782822,-0.568693926,-1.64804701
40,AR,-1.658111408,1.736418897,1.736418897,0.23536452,Benton,-0.704771272,-0.704771272,-0.488360451,Saline County,0.033231857,0.093811183,0.859153662,0.89491371,0.92044672,Arkansas,Saline County,-0.424121793,-0.422846189,-0.425329473,-0.443562857,-0.428188977,-0.638680206,0.888968945,-0.377443765,-0.192430793,-0.572828612,0.041377534,-0.095425086,-0.320431255,-1.188920994,-1.062626342,-0.046005711,-0.99199151,1.634575752,0.275649215,-0.247676053,1.199642454,-0.060291933,-0.650971277,-1.268341515,-0.606935929,-0.952545861,0.225488818,-0.056275213,0.558736093,-0.83254391,-0.873656112,-1.185761757
